Date,Time,Away Team,Home Team,Away Score,Home Score,Season
09.07(토),17:00,SSG,롯데,1,1,정규시즌
09.07(토),17:00,NC,삼성,9,1,정규시즌
09.07(토),17:00,두산,KT,12,2,정규시즌
09.07(토),17:00,키움,KIA,2,6,정규시즌
09.08(일),14:00,한화,LG,3,14,정규시즌
09.08(일),14:00,SSG,롯데,11,6,정규시즌
09.08(일),14:00,NC,삼성,2,10,정규시즌
09.08(일),14:00,키움,KIA,2,5,정규시즌
09.10(화),18:30,롯데,LG,2,1,정규시즌
09.10(화),18:30,한화,SSG,0,5,정규시즌
09.10(화),18:30,NC,KT,8,11,정규시즌
09.10(화),18:30,두산,키움,1,7,정규시즌
09.11(수),18:30,키움,LG,9,5,정규시즌
09.11(수),18:30,롯데,SSG,10,2,정규시즌
09.11(수),18:30,NC,KT,1,2,정규시즌
09.11(수),18:30,삼성,한화,10,1,정규시즌
09.12(목),18:30,NC,KT,4,10,정규시즌
09.12(목),18:30,롯데,KIA,0,10,정규시즌
09.12(목),18:30,삼성,한화,7,1,정규시즌
09.13(금),18:30,한화,롯데,8,4,정규시즌
09.14(토),14:00,삼성,SSG,9,11,정규시즌
09.14(토),14:00,한화,롯데,9,12,정규시즌
09.14(토),17:00,KT,두산,1,2,정규시즌
09.14(토),17:00,LG,NC,10,7,정규시즌
09.14(토),17:00,키움,KIA,2,3,정규시즌
09.15(일),14:00,삼성,SSG,9,14,정규시즌
09.15(일),14:00,한화,롯데,9,16,정규시즌
09.15(일),14:00,LG,NC,1,4,정규시즌
09.15(일),14:00,키움,KIA,10,5,정규시즌
09.16(월),14:00,키움,두산,4,5,정규시즌
09.16(월),14:00,KIA,KT,11,5,정규시즌
09.17(화),14:00,삼성,두산,4,8,정규시즌
09.17(화),14:00,KIA,SSG,0,2,정규시즌
09.17(화),14:00,LG,롯데,3,7,정규시즌
09.17(화),14:00,한화,NC,4,1,정규시즌
09.17(화),14:00,KT,키움,4,2,정규시즌
09.18(수),17:00,LG,롯데,5,3,정규시즌
09.18(수),17:00,한화,NC,2,5,정규시즌
09.18(수),17:00,삼성,KT,8,6,정규시즌
09.19(목),18:30,KIA,두산,4,9,정규시즌
09.19(목),18:30,키움,SSG,6,8,정규시즌
09.19(목),18:30,LG,롯데,7,4,정규시즌
09.19(목),18:30,한화,NC,7,6,정규시즌
09.19(목),18:30,삼성,KT,5,12,정규시즌
09.21(토),14:00,두산,LG,14,7,정규시즌
09.21(토),17:00,SSG,KT,4,1,정규시즌
09.21(토),17:00,두산,LG,0,2,정규시즌
09.22(일),14:00,두산,LG,5,9,정규시즌
09.22(일),14:00,키움,삼성,8,9,정규시즌
09.22(일),14:00,SSG,KT,6,2,정규시즌
09.22(일),14:00,롯데,한화,4,8,정규시즌
09.23(월),18:30,SSG,두산,4,8,정규시즌
09.23(월),18:30,삼성,KIA,3,5,정규시즌
09.23(월),18:30,롯데,한화,3,2,정규시즌
09.24(화),18:30,NC,두산,5,10,정규시즌
09.24(화),18:30,LG,SSG,14,5,정규시즌
09.24(화),18:30,롯데,KT,1,5,정규시즌
09.24(화),18:30,삼성,KIA,1,7,정규시즌
09.24(화),18:30,한화,키움,4,5,정규시즌
09.25(수),18:30,한화,LG,4,2,정규시즌
09.25(수),18:30,키움,삼성,3,6,정규시즌
09.25(수),18:30,SSG,NC,8,2,정규시즌
09.25(수),18:30,롯데,KIA,5,2,정규시즌
09.26(목),18:30,키움,LG,3,6,정규시즌
09.26(목),18:30,두산,롯데,4,3,정규시즌
09.26(목),18:30,SSG,NC,10,1,정규시즌
09.27(금),18:30,NC,롯데,6,13,정규시즌
09.27(금),18:30,키움,KT,7,8,정규시즌
09.27(금),18:30,KIA,한화,0,8,정규시즌
09.28(토),17:00,KIA,롯데,12,8,정규시즌
09.28(토),17:00,LG,삼성,11,4,정규시즌
09.28(토),17:00,두산,NC,4,3,정규시즌
09.28(토),17:00,키움,KT,7,10,정규시즌
09.28(토),17:00,SSG,한화,6,2,정규시즌
09.29(일),17:00,NC,한화,7,2,정규시즌
09.30(월),18:30,키움,SSG,2,7,정규시즌
09.30(월),18:30,NC,KIA,5,10,정규시즌
10.01(화),17:00,롯데,NC,5,1,정규시즌
10.02(수),18:30,KT,두산,4,0,포스트시즌
10.03(목),14:00,KT,두산,1,0,포스트시즌
10.05(토),14:00,KT,LG,3,2,포스트시즌
10.06(일),14:00,KT,LG,2,7,포스트시즌
10.08(화),18:30,LG,KT,6,5,포스트시즌
10.09(수),14:00,LG,KT,5,6,포스트시즌
10.11(금),18:30,KT,LG,1,4,포스트시즌
10.13(일),14:00,LG,삼성,4,10,포스트시즌
10.15(화),18:30,LG,삼성,5,10,포스트시즌
10.17(목),18:30,삼성,LG,0,1,포스트시즌
10.19(토),14:00,삼성,LG,1,0,포스트시즌
10.21(월),18:30,삼성,KIA,1,5,포스트시즌
10.23(수),18:30,삼성,KIA,3,8,포스트시즌
10.25(금),18:30,KIA,삼성,2,4,포스트시즌
10.26(토),14:00,KIA,삼성,9,2,포스트시즌
10.28(월),18:30,삼성,KIA,5,7,포스트시즌
